article,creationDate,link
"Virtual Reality und Augmented Reality ohne Wow: Viele Gadgets, viel Schrott",09.01.2017,/newsticker/meldung/Virtual-Reality-und-Augmented-Reality-ohne-Wow-Viele-Gadgets-viel-Schrott-3590964.html
10 Jahre iPhone: Als das Telefon zum mobilen Computer und ständigen Alltagsbegleiter wurde,09.01.2017,/newsticker/meldung/10-Jahre-iPhone-Als-das-Telefon-zum-mobilen-Computer-und-staendigen-Alltagsbegleiter-wurde-3591088.html
"Das war die CES 2017: Smart, intelligent und mit Kulleraugen ",09.01.2017,/newsticker/meldung/Das-war-die-CES-2017-Smart-intelligent-und-mit-Kulleraugen-3591143.html
Asus Tinker Board: Raspberry-Pi-Konkurrent mit HDMI 2.0 für 4K-Auflösung,22.01.2017,/newsticker/meldung/Asus-Tinker-Board-Raspberry-Pi-Konkurrent-mit-HDMI-2-0-fuer-4K-Aufloesung-3604646.html
Intels Smartphone-Atoms leben weiter,22.01.2017,/newsticker/meldung/Intels-Smartphone-Atoms-leben-weiter-3604637.html
Intels Gaming-PC-Plattform LGA2066 wohl zur Gamescom,22.01.2017,/newsticker/meldung/Intels-Gaming-PC-Plattform-LGA2066-wohl-zur-Gamescom-3604630.html
"US-Machtwechsel: Proteste, Datenrettung, Twitter-Pannen",22.01.2017,/newsticker/meldung/US-Machtwechsel-Proteste-Datenrettung-Twitter-Pannen-3604624.html
E-Mails anonym verschlüsseln: ProtonMail geht ins Tor-Netz,22.01.2017,/newsticker/meldung/E-Mails-anonym-verschluesseln-ProtonMail-geht-ins-Tor-Netz-3604573.html
Qualcomm weist Apple-Vorwürfe zurück,22.01.2017,/newsticker/meldung/Qualcomm-weist-Apple-Vorwuerfe-zurueck-3604575.html
Nach MongoDB und Elasticsearch: Erpresser nehmen CouchDB und Hadoop ins Visier,22.01.2017,/newsticker/meldung/Nach-MongoDB-und-Elasticsearch-Erpresser-nehmen-CouchDB-und-Hadoop-ins-Visier-3604563.html
Was war. Was wird. Von Amtswechseln und schöpferischen Zerstörungen.,22.01.2017,/newsticker/meldung/Was-war-Was-wird-Von-Amtswechseln-und-schoepferischen-Zerstoerungen-3604531.html
Uber zahlt 20 Millionen US-Dollar an Verbraucherschutz,21.01.2017,/newsticker/meldung/Uber-zahlt-20-Millionen-US-Dollar-an-Verbraucherschutz-3604508.html
"Jugendkanal ""Funk"" hat über 70 Millionen Abrufe bei YouTube und Facebook",21.01.2017,/newsticker/meldung/Jugendkanal-Funk-hat-ueber-70-Millionen-Abrufe-bei-YouTube-und-Facebook-3604503.html
Ex-Google-Suchmaschinenchef Singhal beginnt bei Uber,21.01.2017,/newsticker/meldung/Ex-Google-Suchmaschinenchef-Singhal-beginnt-bei-Uber-3604293.html
Kraftfahrt-Bundesamt erhält eigenes Gelände für Abgastests,21.01.2017,/newsticker/meldung/Kraftfahrt-Bundesamt-erhaelt-eigenes-Gelaende-fuer-Abgastests-3604235.html
Bundestagsstudie warnt vor Social Bots,21.01.2017,/newsticker/meldung/Bundestagsstudie-warnt-vor-Social-Bots-3604205.html
Symantec schlampt erneut mit TLS-Zertifikaten,21.01.2017,/newsticker/meldung/Symantec-schlampt-erneut-mit-TLS-Zertifikaten-3604190.html
"Forscher entdecken riesiges Twitter-Botnetz ""Star Wars""",21.01.2017,/newsticker/meldung/Forscher-entdecken-riesiges-Twitter-Botnetz-Star-Wars-3604196.html
"Wochenzusammenfassung Replay 3/17: Ausweiskopien, Galileo-Navigationssystem,  Venus",21.01.2017,/newsticker/meldung/Wochenzusammenfassung-Replay-3-17-Ausweiskopien-Galileo-Navigationssystem-Venus-3604180.html
Geschützte E-Mail: Lavabit meldet sich zurück,21.01.2017,/newsticker/meldung/Geschuetzte-E-Mail-Lavabit-meldet-sich-zurueck-3604158.html
BGH: Reiseportale dürfen Kunden keine Versicherung aufdrängen,21.01.2017,/newsticker/meldung/BGH-Reiseportale-duerfen-Kunden-keine-Versicherung-aufdraengen-3604161.html
Apple verklagt Chipproduzenten Qualcomm,21.01.2017,/newsticker/meldung/Apple-verklagt-Chipproduzenten-Qualcomm-3604156.html
"c't uplink 15.4: Verwundbare Alarmanlagen, Abzocke am Smartphone und die ZUKUNFT™",21.01.2017,/newsticker/meldung/c-t-uplink-15-4-Verwundbare-Alarmanlagen-Abzocke-am-Smartphone-und-die-ZUKUNFT-3604065.html
Twitter-Account @POTUS gehört jetzt Trump,20.01.2017,/newsticker/meldung/Twitter-Account-POTUS-gehoert-jetzt-Trump-3604090.html
Thunderstruck: Neue Bull- und Cray-Supercomputer mit ARM64-Prozessoren,20.01.2017,/newsticker/meldung/Thunderstruck-Neue-Bull-und-Cray-Supercomputer-mit-ARM64-Prozessoren-3603991.html
"""iPhone 8"" angeblich mit Gesichtserkennung und neuen Gesten",20.01.2017,/newsticker/meldung/iPhone-8-angeblich-mit-Gesichtserkennung-und-neuen-Gesten-3604012.html
Safari-Browser auf iPhone und iPad: Polizei warnt vor Betrugsmasche,20.01.2017,/newsticker/meldung/Safari-Browser-auf-iPhone-und-iPad-Polizei-warnt-vor-Betrugsmasche-3603970.html
Adobe installiert verwundbares Chrome-Plug-In bei 30 Millionen Nutzern,20.01.2017,/newsticker/meldung/Adobe-installiert-verwundbares-Chrome-Plug-In-bei-30-Millionen-Nutzern-3603995.html
"Nach ""Super Mario Run"": Nintendo bringt ""Fire Emblem"" für iOS und Android",20.01.2017,/newsticker/meldung/Nach-Super-Mario-Run-Nintendo-bringt-Fire-Emblem-fuer-iOS-und-Android-3603952.html
Windows 10 Insider Preview: Microsoft verkauft auch E-Books,20.01.2017,/newsticker/meldung/Windows-10-Insider-Preview-Microsoft-verkauft-auch-E-Books-3603788.html
Achtung: Große Anzahl von Netgear-Routern lässt sich über Admin-Interface kapern,20.01.2017,/newsticker/meldung/Achtung-Grosse-Anzahl-von-Netgear-Routern-laesst-sich-ueber-Admin-Interface-kapern-3603918.html
Containerisierung: Mehr Orchestrierung und bessere Interoperabilität bei Docker 1.13,20.01.2017,/newsticker/meldung/Containerisierung-Mehr-Orchestrierung-und-bessere-Interoperabilitaet-bei-Docker-1-13-3603738.html
YouTube: 360-Grad-Videos für PlayStation VR,20.01.2017,/newsticker/meldung/YouTube-360-Grad-Videos-fuer-PlayStation-VR-3603942.html
Resident Evil 7: PC-Spiel gratis zur Xbox-Version – und umgekehrt,20.01.2017,/newsticker/meldung/Resident-Evil-7-PC-Spiel-gratis-zur-Xbox-Version-und-umgekehrt-3603879.html
Jenoptik übernimmt britische Firma für Verkehrsüberwachung,20.01.2017,/newsticker/meldung/Jenoptik-uebernimmt-britische-Firma-fuer-Verkehrsueberwachung-3603877.html
Neue Sicherheitsbehörde Zitis kommt nach München,20.01.2017,/newsticker/meldung/Neue-Sicherheitsbehoerde-Zitis-kommt-nach-Muenchen-3603822.html
l+f: McDonalds serviert klare Passwörter,20.01.2017,/newsticker/meldung/l-f-McDonalds-serviert-klare-Passwoerter-3603771.html
XMPP/Jabber: Krypto-Messenger ChatSecure verschlüsselt mit OMEMO-Protokoll,20.01.2017,/newsticker/meldung/XMPP-Jabber-Krypto-Messenger-ChatSecure-verschluesselt-mit-OMEMO-Protokoll-3603567.html
"Kalter Cyberwar: ""Grenze zwischen Krieg und Frieden verschwimmt""",20.01.2017,/newsticker/meldung/Kalter-Cyberwar-Grenze-zwischen-Krieg-und-Frieden-verschwimmt-3603758.html
E-Books: Rakuten darf Tolino übernehmen,20.01.2017,/newsticker/meldung/E-Books-Rakuten-darf-Tolino-uebernehmen-3603680.html
Media Markt vermietet Elektronik-Geräte,20.01.2017,/newsticker/meldung/Media-Markt-vermietet-Elektronik-Geraete-3603621.html
Fruitfly: Apple-Update soll Spionage-Software blockieren,20.01.2017,/newsticker/meldung/Fruitfly-Apple-Update-soll-Spionage-Software-blockieren-3603628.html
Leben wie auf dem Mars: Forscher starten Experiment auf Hawaii,20.01.2017,/newsticker/meldung/Leben-wie-auf-dem-Mars-Forscher-starten-Experiment-auf-Hawaii-3603607.html
Ebay-Chef: Wir profitieren von der Brexit-Entscheidung,20.01.2017,/newsticker/meldung/Ebay-Chef-Wir-profitieren-von-der-Brexit-Entscheidung-3603561.html
Rock-Star auf YouTube werden – mit Wissenschaft,20.01.2017,/newsticker/meldung/Rock-Star-auf-YouTube-werden-mit-Wissenschaft-3603498.html
"Kommentar: Vodafone, geht's noch?",20.01.2017,/newsticker/meldung/Kommentar-Vodafone-geht-s-noch-3603517.html
Google sucht Mentoren für den Summer of Code 2017,20.01.2017,/newsticker/meldung/Google-sucht-Mentoren-fuer-den-Summer-of-Code-2017-3603441.html
Java 9 ist offensichtlich im Zeitplan,20.01.2017,/newsticker/meldung/Java-9-ist-offensichtlich-im-Zeitplan-3603416.html
Oracle kauft API-Entwickler Apiary,20.01.2017,/newsticker/meldung/Oracle-kauft-API-Entwickler-Apiary-3603413.html
"Julian Assange und die USA:  ""Ich stehe zu allem, was ich gesagt habe""",20.01.2017,/newsticker/meldung/Julian-Assange-und-die-USA-Ich-stehe-zu-allem-was-ich-gesagt-habe-3603422.html
US-Behörde zu tödlichem Tesla-Autopilot-Unfall: Anleitung lesen!,20.01.2017,/newsticker/meldung/US-Behoerde-zu-toedlichem-Tesla-Autopilot-Unfall-Anleitung-lesen-3603379.html
US-Künstler will Tarnkleidung gegen Gesichtserkennung herausbringen,20.01.2017,/newsticker/meldung/US-Kuenstler-will-Tarnkleidung-gegen-Gesichtserkennung-herausbringen-3601770.html
IBM mit weiterem Umsatzrückgang,20.01.2017,/newsticker/meldung/IBM-mit-weiterem-Umsatzrueckgang-3603394.html
"Trekkies Traum: Amazon Alexa hört auch auf ""Computer""",20.01.2017,/newsticker/meldung/Trekkies-Traum-Amazon-Alexa-hoert-auch-auf-Computer-3603236.html
Inauguration Day: Donald Trumps Amtseinführung live im Netz,20.01.2017,/newsticker/meldung/Inauguration-Day-Donald-Trumps-Amtseinfuehrung-live-im-Netz-3603276.html
"Ex-BND-Chef im NSA-Ausschuss: ""Wir haben nichts zu verbergen""",19.01.2017,/newsticker/meldung/Ex-BND-Chef-im-NSA-Ausschuss-Wir-haben-nichts-zu-verbergen-3603297.html
Kinox.to: Haftstrafe für Mitbetreiber rechtskräftig,19.01.2017,/newsticker/meldung/Kinox-to-Haftstrafe-fuer-Mitbetreiber-rechtskraeftig-3603320.html
Ein Kollege für Alexander Gerst: Neuer deutscher Astronaut vorgestellt,19.01.2017,/newsticker/meldung/Ein-Kollege-fuer-Alexander-Gerst-Neuer-deutscher-Astronaut-vorgestellt-3603265.html
Samsung SmartCam-Kameras sind Freiwild für Botnetz-Betreiber,19.01.2017,/newsticker/meldung/Samsung-SmartCam-Kameras-sind-Freiwild-fuer-Botnetz-Betreiber-3603201.html
USB-3.1-Hubs: Erste Controller-Chips für SuperSpeedPlus,19.01.2017,/newsticker/meldung/USB-3-1-Hubs-Erste-Controller-Chips-fuer-SuperSpeedPlus-3602815.html
"Rüstungskonzern bewirbt Kampfflugzeug mit Szenen aus ""Battlefield 3""",19.01.2017,/newsticker/meldung/Ruestungskonzern-bewirbt-Kampfflugzeug-mit-Szenen-aus-Battlefield-3-3603148.html
iPhone am Steuer: Sammelklage soll Apple zu Sperrmechanismus zwingen,19.01.2017,/newsticker/meldung/iPhone-am-Steuer-Sammelklage-soll-Apple-zu-Sperrmechanismus-zwingen-3603168.html
Nintendo kündigt Android-Version von Super Mario Run an,19.01.2017,/newsticker/meldung/Nintendo-kuendigt-Android-Version-von-Super-Mario-Run-an-3603129.html
Google veröffentlicht Riesen-Patch-Paket für Android,19.01.2017,/newsticker/meldung/Google-veroeffentlicht-Riesen-Patch-Paket-fuer-Android-3603108.html
Oberlandesgericht: Sharehoster nicht schadenersatzpflichtig,19.01.2017,/newsticker/meldung/Oberlandesgericht-Sharehoster-nicht-schadenersatzpflichtig-3603154.html
Nach Kartellamtsprüfung: Hörbuch-Exklusiv-Deal zwischen Audible und Apple fällt,19.01.2017,/newsticker/meldung/Nach-Kartellamtspruefung-Hoerbuch-Exklusiv-Deal-zwischen-Audible-und-Apple-faellt-3602771.html
Der Mirai-Entwickler Anna-senpai und die Minecraft-Server-Kriege,19.01.2017,/newsticker/meldung/Der-Mirai-Entwickler-Anna-senpai-und-die-Minecraft-Server-Kriege-3602272.html
Linux-Audio-Server: Pulseaudio 10.0 automatisiert Profilwechsel bei Bluetooth,19.01.2017,/newsticker/meldung/Linux-Audio-Server-Pulseaudio-10-0-automatisiert-Profilwechsel-bei-Bluetooth-3602797.html
"Thomson-Reuters-Chefredakteur: ""Zensur gefährdet Demokratie mehr als Fake News""",19.01.2017,/newsticker/meldung/Thomson-Reuters-Chefredakteur-Zensur-gefaehrdet-Demokratie-mehr-als-Fake-News-3603080.html
"NSA-Ausschuss: Facebook, Microsoft, Google und Apple verweigern Aussage",19.01.2017,/newsticker/meldung/NSA-Ausschuss-Facebook-Microsoft-Google-und-Apple-verweigern-Aussage-3602858.html
Musikindustrie wächst schwächer trotz steigender Umsätze mit Streaming und Vinyl,19.01.2017,/newsticker/meldung/Musikindustrie-waechst-schwaecher-trotz-steigender-Umsaetze-mit-Streaming-und-Vinyl-3602756.html
Winterkorn bekräftigt: Kein früheres Wissen über Abgas-Manipulationen,19.01.2017,/newsticker/meldung/Winterkorn-bekraeftigt-Kein-frueheres-Wissen-ueber-Abgas-Manipulationen-3602514.html
iX-Workshop zur Parallel-Programmierung,19.01.2017,/newsticker/meldung/iX-Workshop-zur-Parallel-Programmierung-3598002.html
Gabe Newell: Neue Spiele und Filme im Half-Life-Universum,19.01.2017,/newsticker/meldung/Gabe-Newell-Neue-Spiele-und-Filme-im-Half-Life-Universum-3602358.html
Korruptionsaffäre: Haftbefehl gegen Samsungs De-facto-Chef abgelehnt,19.01.2017,/newsticker/meldung/Korruptionsaffaere-Haftbefehl-gegen-Samsungs-De-facto-Chef-abgelehnt-3602204.html
Klima-Schreckensjahr: 2016 bricht wie zwei Vorjahre Temperaturrekord,19.01.2017,/newsticker/meldung/Klima-Schreckensjahr-2016-bricht-wie-zwei-Vorjahre-Temperaturrekord-3602292.html
Donald Trump: Apple-Chef denkt über iPhone-Produktion in den USA nach,19.01.2017,/newsticker/meldung/Donald-Trump-Apple-Chef-denkt-ueber-iPhone-Produktion-in-den-USA-nach-3602250.html
Breitband-Internet für Unternehmen: Deutschland 2016 weiter im EU-Mittelfeld,19.01.2017,/newsticker/meldung/Breitband-Internet-fuer-Unternehmen-Deutschland-2016-weiter-im-EU-Mittelfeld-3602253.html
Fujifilm X-T20: Kleine spiegellose Systemkamera mit 4K-Video,19.01.2017,/newsticker/meldung/Fujifilm-X-T20-Kleine-spiegellose-Systemkamera-mit-4K-Video-3602212.html
Experte: Facebook stellt unser Informations-Ökosystem auf den Kopf,19.01.2017,/newsticker/meldung/Experte-Facebook-stellt-unser-Informations-Oekosystem-auf-den-Kopf-3602042.html
Spieleentwicklung: Simplygon landet bei Microsoft,19.01.2017,/newsticker/meldung/Spieleentwicklung-Simplygon-landet-bei-Microsoft-3602037.html
Mozillas Internet-Report soll Zustand des Netzes erfassen,19.01.2017,/newsticker/meldung/Mozillas-Internet-Report-soll-Zustand-des-Netzes-erfassen-3602046.html
Dicke Updates für Logic Pro X für macOS und GarageBand für iOS,19.01.2017,/newsticker/meldung/Dicke-Updates-fuer-Logic-Pro-X-fuer-macOS-und-GarageBand-fuer-iOS-3602023.html
Netflix-Aktie legt nach starkem Kundenzuwachs zu,19.01.2017,/newsticker/meldung/Netflix-Aktie-legt-nach-starkem-Kundenzuwachs-zu-3602017.html
Google übernimmt Fabric von Twitter,19.01.2017,/newsticker/meldung/Google-uebernimmt-Fabric-von-Twitter-3601871.html
Obama: Urteil gegen Manning war nicht verhältnismäßig,19.01.2017,/newsticker/meldung/Obama-Urteil-gegen-Manning-war-nicht-verhaeltnismaessig-3602011.html
"Künstliche Intelligenz: Die Nutzer sollen wissen, was ihre Maschine gelernt hat",19.01.2017,/newsticker/meldung/Kuenstliche-Intelligenz-Die-Nutzer-sollen-wissen-was-ihre-Maschine-gelernt-hat-3601999.html
Fahrgast-Verbände fordern WLAN in U-Bahnen und Regionalzügen,19.01.2017,/newsticker/meldung/Fahrgast-Verbaende-fordern-WLAN-in-U-Bahnen-und-Regionalzuegen-3601992.html
Leica M10: Messsucherkamera mit WLAN und ohne Video,19.01.2017,/newsticker/meldung/Leica-M10-Messsucherkamera-mit-WLAN-und-ohne-Video-3601976.html
Erste Erfolge im Kampf gegen Ebola,19.01.2017,/newsticker/meldung/Erste-Erfolge-im-Kampf-gegen-Ebola-3596411.html
USA: Rollstuhl-Fahrer nehmen Uber in die Pflicht,19.01.2017,/newsticker/meldung/USA-Rollstuhl-Fahrer-nehmen-Uber-in-die-Pflicht-3600050.html
#heiseshow: Barack Obama tritt ab – Was bleibt von seiner Amtszeit?,19.01.2017,/newsticker/meldung/heiseshow-Barack-Obama-tritt-ab-Was-bleibt-von-seiner-Amtszeit-3601473.html
HPE kauft Hyperkonvergenz-Spezialisten SimpliVity,18.01.2017,/newsticker/meldung/HPE-kauft-Hyperkonvergenz-Spezialisten-SimpliVity-3601856.html
Neue Drohnenverordnung: Modellflieger laufen Sturm,18.01.2017,/newsticker/meldung/Neue-Drohnenverordnung-Modellflieger-laufen-Sturm-3601803.html
Toshiba erwägt Ausgliederung der NAND-Flash-Fabs,18.01.2017,/newsticker/meldung/Toshiba-erwaegt-Ausgliederung-der-NAND-Flash-Fabs-3601807.html
 Bayern will Gefährder rasch mit elektronischen Fußfesseln überwachen,18.01.2017,/newsticker/meldung/Bayern-will-Gefaehrder-rasch-mit-elektronischen-Fussfesseln-ueberwachen-3601626.html
Amnesty: Ausufernder Sicherheitsstaat in Deutschland und der EU,18.01.2017,/newsticker/meldung/Amnesty-Ausufernder-Sicherheitsstaat-in-Deutschland-und-der-EU-3601652.html
Kritische Lücken in Java & Co: Oracle wirft Riesen-Patchpaket ab,18.01.2017,/newsticker/meldung/Kritische-Luecken-in-Java-Co-Oracle-wirft-Riesen-Patchpaket-ab-3601613.html
"Betreiber des verbotenen Neonazi-Portals ""Altermedia"" angeklagt",18.01.2017,/newsticker/meldung/Betreiber-des-verbotenen-Neonazi-Portals-Altermedia-angeklagt-3601605.html
CIA stellt ehemalige Geheimdokumente online,18.01.2017,/newsticker/meldung/CIA-stellt-ehemalige-Geheimdokumente-online-3601535.html
l+f: Webshop all inclusive (mit Backdoor),18.01.2017,/newsticker/meldung/l-f-Webshop-all-inclusive-mit-Backdoor-3601434.html
"Deep Tensor Neural Network: Künstliche Intelligenz, die forscht",18.01.2017,/newsticker/meldung/Deep-Tensor-Neural-Network-Kuenstliche-Intelligenz-die-forscht-3597689.html
Vodafone Kabel: Fritzboxen verlieren durch Wartungsfehler individuelle Einstellungen,18.01.2017,/newsticker/meldung/Vodafone-Kabel-Fritzboxen-verlieren-durch-Wartungsfehler-individuelle-Einstellungen-3601440.html
Kennzeichen und Kenntnisnachweis: Neue Pflichten für Drohnenpiloten kommen,18.01.2017,/newsticker/meldung/Kennzeichen-und-Kenntnisnachweis-Neue-Pflichten-fuer-Drohnenpiloten-kommen-3601385.html
Android Wear 2.0 und neue Smartwatches kurz vor dem Start,18.01.2017,/newsticker/meldung/Android-Wear-2-0-und-neue-Smartwatches-kurz-vor-dem-Start-3601320.html
"""So süß"": WhatsApp-Kettenbrief führt auf Sex-Sites und in Abofallen",18.01.2017,/newsticker/meldung/So-suess-WhatsApp-Kettenbrief-fuehrt-auf-Sex-Sites-und-in-Abofallen-3601382.html
Amtliche Wetterdaten sollen kostenfrei nutzbar werden,18.01.2017,/newsticker/meldung/Amtliche-Wetterdaten-sollen-kostenfrei-nutzbar-werden-3601117.html
"Steuerstreit mit der EU: Strafzahlung für Apple könnte sich um 1,5 Milliarden erhöhen",18.01.2017,/newsticker/meldung/Steuerstreit-mit-der-EU-Strafzahlung-fuer-Apple-koennte-sich-um-1-5-Milliarden-erhoehen-3600044.html
 Anwalt: Assange bleibt nach Manning-Begnadigung in Botschaft,18.01.2017,/newsticker/meldung/Anwalt-Assange-bleibt-nach-Manning-Begnadigung-in-Botschaft-3601125.html
Sicherheit und Datentrennung: c't Android 2017 jetzt bestellbar,18.01.2017,/newsticker/meldung/Sicherheit-und-Datentrennung-c-t-Android-2017-jetzt-bestellbar-3598573.html
Brennstoffzelle im Auto – Zukunftstechnik oder Notlösung? ,18.01.2017,/newsticker/meldung/Brennstoffzelle-im-Auto-Zukunftstechnik-oder-Notloesung-3600930.html
IINA: Neuer moderner Medienabspieler für macOS,18.01.2017,/newsticker/meldung/IINA-Neuer-moderner-Medienabspieler-fuer-macOS-3597554.html
Navigationssystem Galileo: Mehrere Atomuhren auf Satelliten ausgefallen,18.01.2017,/newsticker/meldung/Navigationssystem-Galileo-Mehrere-Atomuhren-auf-Satelliten-ausgefallen-3600575.html
"Europarat: Warnung vor ""Zensur"" bei Bekämpfung von Fake News",18.01.2017,/newsticker/meldung/Europarat-Warnung-vor-Zensur-bei-Bekaempfung-von-Fake-News-3600389.html
"""Statistisch gesehen"": Die Finanzen hinter Wikipedia",18.01.2017,/newsticker/meldung/Statistisch-gesehen-Die-Finanzen-hinter-Wikipedia-3600300.html
NSA-Skandal: Russland verlängert Edward Snowdens Asyl um zwei Jahre,18.01.2017,/newsticker/meldung/NSA-Skandal-Russland-verlaengert-Edward-Snowdens-Asyl-um-zwei-Jahre-3600148.html
Live-Webinar: Mit AWS von 0 auf 100 zum SSL-Webserver,18.01.2017,/newsticker/meldung/Live-Webinar-Mit-AWS-von-0-auf-100-zum-SSL-Webserver-3598643.html
US-Handelskommission verklagt Chipkonzern Qualcomm,18.01.2017,/newsticker/meldung/US-Handelskommission-verklagt-Chipkonzern-Qualcomm-3600108.html
Zenimax vs. Oculus vor Gericht: Zuckerberg verteidigt Macher von VR-Brille Oculus Rift,18.01.2017,/newsticker/meldung/Zenimax-vs-Oculus-vor-Gericht-Zuckerberg-verteidigt-Macher-von-VR-Brille-Oculus-Rift-3600086.html
Entwicklungsstandort Schweiz: Google expandiert weiter in Zürich,18.01.2017,/newsticker/meldung/Entwicklungsstandort-Schweiz-Google-expandiert-weiter-in-Zuerich-3600063.html
Forscher warnen vor neuen Möglichkeiten der Reproduktionsmedizin,18.01.2017,/newsticker/meldung/Forscher-warnen-vor-neuen-Moeglichkeiten-der-Reproduktionsmedizin-3595531.html
Renault POM: Open Source im Auto,18.01.2017,/newsticker/meldung/Renault-POM-Open-Source-im-Auto-3599435.html
Strafmilderung für Whistleblowerin Chelsea Manning: Haftentlassung am 17. Mai 2017 statt 2045,17.01.2017,/newsticker/meldung/Strafmilderung-fuer-Whistleblowerin-Chelsea-Manning-Haftentlassung-am-17-Mai-2017-statt-2045-3599999.html
Studie: Amazon erstmals unter den zehn größten Einzelhändlern weltweit ,17.01.2017,/newsticker/meldung/Studie-Amazon-erstmals-unter-den-zehn-groessten-Einzelhaendlern-weltweit-3599821.html
Buchrezensionen im Netz: FAZ legt Rechtsstreit mit Thalia um buch.de bei,17.01.2017,/newsticker/meldung/Buchrezensionen-im-Netz-FAZ-legt-Rechtsstreit-mit-Thalia-um-buch-de-bei-3599902.html
Google Draco komprimiert 3D-Modelle,17.01.2017,/newsticker/meldung/Google-Draco-komprimiert-3D-Modelle-3599444.html
Baden-Württemberg rüstet technisch auf und will Vorratsdatenspeicherung nutzen,17.01.2017,/newsticker/meldung/Baden-Wuerttemberg-ruestet-technisch-auf-und-will-Vorratsdatenspeicherung-nutzen-3599108.html
Googles Cloud-Server mit proprietärem Sicherheits-Chip,17.01.2017,/newsticker/meldung/Googles-Cloud-Server-mit-proprietaerem-Sicherheits-Chip-3599429.html
Einstieg ins mobile Bezahlen: Daimler übernimmt Paycash,17.01.2017,/newsticker/meldung/Einstieg-ins-mobile-Bezahlen-Daimler-uebernimmt-Paycash-3598440.html
Vodafone: Mehr Datenvolumen für CallYa-Tarif,17.01.2017,/newsticker/meldung/Vodafone-Mehr-Datenvolumen-fuer-CallYa-Tarif-3598340.html
Urteil: Gefängnisse müssen Häftlingen nicht generell Internetzugang bieten,17.01.2017,/newsticker/meldung/Urteil-Gefaengnisse-muessen-Haeftlingen-nicht-generell-Internetzugang-bieten-3598935.html
"Weltwirtschaftsforum zwischen Cybersecurity, künstlicher Intelligenz und Populismus",17.01.2017,/newsticker/meldung/Weltwirtschaftsforum-zwischen-Cybersecurity-kuenstlicher-Intelligenz-und-Populismus-3598406.html
Brexit: Apple erhöht UK-App-Preise deutlich,17.01.2017,/newsticker/meldung/Brexit-Apple-erhoeht-UK-App-Preise-deutlich-3598416.html
"Soziale Netzwerke 2016: ""Tagesschau"" überholt ""Tatort"" bei Nennungen",17.01.2017,/newsticker/meldung/Soziale-Netzwerke-2016-Tagesschau-ueberholt-Tatort-bei-Nennungen-3598284.html
Neue Smartwatches von TAG Heuer mit Android Wear 2.0,17.01.2017,/newsticker/meldung/Neue-Smartwatches-von-TAG-Heuer-mit-Android-Wear-2-0-3597476.html
"Offizielles Clash-of-Clans-Forum gehackt, angeblich über 1 Million Konten betroffen",17.01.2017,/newsticker/meldung/Offizielles-Clash-of-Clans-Forum-gehackt-angeblich-ueber-1-Million-Konten-betroffen-3598195.html
Office-Suite Calligra 3.0 auf Qt5 portiert und entschlackt,17.01.2017,/newsticker/meldung/Office-Suite-Calligra-3-0-auf-Qt5-portiert-und-entschlackt-3597853.html
"Zahlen, bitte! Die 17 Ecken des Carl Friedrich Gauß",17.01.2017,/newsticker/meldung/Zahlen-bitte-Die-17-Ecken-des-Carl-Friedrich-Gauss-3596496.html
"""tageszeitung"" will Plattform für Pressefreiheit in der Türkei eröffnen",17.01.2017,/newsticker/meldung/tageszeitung-will-Plattform-fuer-Pressefreiheit-in-der-Tuerkei-eroeffnen-3598153.html
Gartner prognostiziert automatisierten Data Scientist,17.01.2017,/newsticker/meldung/Gartner-prognostiziert-automatisierten-Data-Scientist-3597629.html
Bitkom: IT-Mittelstand wuchs 2016 um 8 Prozent,17.01.2017,/newsticker/meldung/Bitkom-IT-Mittelstand-wuchs-2016-um-8-Prozent-3598046.html
Content-Klau: Bild verklagt Focus Online,17.01.2017,/newsticker/meldung/Content-Klau-Bild-verklagt-Focus-Online-3597972.html
"iX-Workshop zu  Kerberos, Active Directory und LDAP",17.01.2017,/newsticker/meldung/iX-Workshop-zu-Kerberos-Active-Directory-und-LDAP-3597951.html
CryptoSearch: Tool findet und sammelt von Ransomware verschlüsselte Dateien zur Verwahrung ein,17.01.2017,/newsticker/meldung/CryptoSearch-Tool-findet-und-sammelt-von-Ransomware-verschluesselte-Dateien-zur-Verwahrung-ein-3597757.html
Erstes Computerspiel unterstützt HDR-Verfahren Dolby Vision,17.01.2017,/newsticker/meldung/Erstes-Computerspiel-unterstuetzt-HDR-Verfahren-Dolby-Vision-3597723.html
"Kickstarter-Projekt: Mit ""Steadycam Volt"" sollen Smartphone-Videos viel weniger verwackeln",17.01.2017,/newsticker/meldung/Kickstarter-Projekt-Mit-Steadycam-Volt-sollen-Smartphone-Videos-viel-weniger-verwackeln-3597699.html
Gespräche der Einigungsstelle zum Stellenabbau bei General Electric beginnen,17.01.2017,/newsticker/meldung/Gespraeche-der-Einigungsstelle-zum-Stellenabbau-bei-General-Electric-beginnen-3597839.html
Bislang letzter Mensch auf dem Mond: Astronaut Eugene Cernan ist tot,17.01.2017,/newsticker/meldung/Bislang-letzter-Mensch-auf-dem-Mond-Astronaut-Eugene-Cernan-ist-tot-3597766.html
Abgas-Skandal: Was wusste Winterkorn wann? Ex-VW-Boss vor Untersuchungsausschuss,17.01.2017,/newsticker/meldung/Abgas-Skandal-Was-wusste-Winterkorn-wann-Ex-VW-Boss-vor-Untersuchungsausschuss-3597680.html
